,index,game,Player_ID,Team,Opportunities,Contains,Player_Name,Position
24752,38551_LV,2022091811,38551,LV,10,3,Chandler Jones,DE
24753,40039_LV,2022091811,40039,LV,7,4,Duron Harmon,SS
24754,44968_LV,2022091811,44968,LV,17,11,Jayon Brown,OLB
24755,46214_LV,2022091811,46214,LV,5,4,Bilal Nichols,DT
24756,47787_LV,2022091811,47787,LV,2,1,Clelin Ferrell,DE
24757,47810_LV,2022091811,47810,LV,13,6,Johnathan Abram,SS
24758,47817_LV,2022091811,47817,LV,3,3,Rock Ya-Sin,CB
24759,47889_LV,2022091811,47889,LV,13,6,Maxx Crosby,DE
24760,48581_LV,2022091811,48581,LV,2,0,Roderic Teamer,SS
24761,52547_LV,2022091811,52547,LV,13,6,Amik Robertson,CB
24762,53596_LV,2022091811,53596,LV,14,6,Nate Hobbs,CB
24764,43411_LV,2022091811,43411,LV,9,1,Andrew Billings,DT
24765,53509_LV,2022091811,53509,LV,26,11,Divine Deablo,OLB
24769,39997_LV,2022091811,39997,LV,5,2,Johnathan Hankins,NT
24771,46387_LV,2022091811,46387,LV,7,2,Kendal Vickers,DT
24972,45203_LV,2022091811,45203,LV,0,0,Tashawn Bower,DE
24973,37084_ARI,2022091811,37084,ARI,7,2,J.J. Watt,DE
24974,46521_ARI,2022091811,46521,ARI,3,1,Ben Niemann,ILB
24975,43616_LV,2022091811,43616,LV,0,0,Matthias Farley,FS
25308,37087_CHI,2022091812,37087,CHI,4,2,Robert Quinn,OLB
25309,42443_CHI,2022091812,42443,CHI,14,4,Angelo Blackson,DT
25310,44925_CHI,2022091812,44925,CHI,15,9,Eddie Jackson,SS
25311,45009_CHI,2022091812,45009,CHI,12,4,Al-Quadin Muhammad,DE
25312,45345_CHI,2022091812,45345,CHI,23,16,Nicholas Morrow,OLB
25313,46077_CHI,2022091812,46077,CHI,21,10,Roquan Smith,ILB
25314,46153_CHI,2022091812,46153,CHI,15,6,Justin Jones,DT
25315,52458_CHI,2022091812,52458,CHI,4,3,Jaylon Johnson,CB
25316,52571_CHI,2022091812,52571,CHI,4,2,Kindle Vildor,CB
25317,54504_CHI,2022091812,54504,CHI,13,4,Kyler Gordon,CB
25318,54513_CHI,2022091812,54513,CHI,21,8,Jaquan Brisker,SS
25330,46290_CHI,2022091812,46290,CHI,5,4,Matthew Adams,OLB
25331,47973_CHI,2022091812,47973,CHI,6,3,Armon Watts,NT
25332,52563_CHI,2022091812,52563,CHI,4,2,Trevis Gipson,OLB
25333,54639_CHI,2022091812,54639,CHI,2,1,Dominique Robinson,DE
25340,41595_CHI,2022091812,41595,CHI,10,3,Mike Pennel,NT
25659,42381_GB,2022091812,42381,GB,11,4,Preston Smith,OLB
25660,42485_GB,2022091812,42485,GB,9,7,Adrian Amos,FS
25661,43316_GB,2022091812,43316,GB,8,2,Kenny Clark,NT
25662,43338_GB,2022091812,43338,GB,1,0,Jarran Reed,DT
25663,43404_GB,2022091812,43404,GB,14,5,De'Vondre Campbell,ILB
25664,44911_GB,2022091812,44911,GB,5,2,Rasul Douglas,CB
25665,46087_GB,2022091812,46087,GB,6,2,Jaire Alexander,CB
25666,47795_GB,2022091812,47795,GB,6,3,Rashan Gary,OLB
25667,47804_GB,2022091812,47804,GB,7,4,Darnell Savage,SS
25668,53458_GB,2022091812,53458,GB,4,0,Eric Stokes,CB
25669,54487_GB,2022091812,54487,GB,11,6,Quay Walker,ILB
25670,54644_GB,2022091812,54644,GB,1,0,Kingsley Enagbare,OLB
25671,43426_GB,2022091812,43426,GB,13,7,Dean Lowry,DE
25673,53602_GB,2022091812,53602,GB,7,0,Tedarrell Slaton,DT
25675,54493_GB,2022091812,54493,GB,1,0,Devonte Wyatt,DT
25679,52650_GB,2022091812,52650,GB,1,0,Jonathan Garvin,OLB
25845,55016_CHI,2022091812,55016,CHI,3,2,Kingsley Jonathan,DE
26081,40107_BUF,2022091900,40107,BUF,3,0,Micah Hyde,FS
26082,40166_BUF,2022091900,40166,BUF,7,5,Jordan Poyer,SS
26083,41341_BUF,2022091900,41341,BUF,6,1,DaQuan Jones,DT
26084,44976_BUF,2022091900,44976,BUF,10,6,Matt Milano,OLB
26085,46085_BUF,2022091900,46085,BUF,11,9,Tremaine Edmunds,ILB
26086,46190_BUF,2022091900,46190,BUF,7,3,Taron Johnson,CB
26088,52462_BUF,2022091900,52462,BUF,1,0,A.J. Epenesa,DE
26089,52647_BUF,2022091900,52647,BUF,4,3,Dane Jackson,CB
26090,53490_BUF,2022091900,53490,BUF,4,1,Carlos Basham,DE
26091,54650_BUF,2022091900,54650,BUF,6,4,Christian Benford,CB
26097,37075_BUF,2022091900,37075,BUF,5,1,Von Miller,OLB
26098,42395_BUF,2022091900,42395,BUF,6,4,Jordan Phillips,DE
26099,53459_BUF,2022091900,53459,BUF,6,3,Gregory Rousseau,DE
26100,54488_BUF,2022091900,54488,BUF,6,4,Kaiir Elam,CB
26550,42031_TEN,2022091900,42031,TEN,3,1,Denico Autry,DE
26551,42365_TEN,2022091900,42365,TEN,2,2,Bud Dupree,OLB
26552,43353_TEN,2022091900,43353,TEN,7,4,Kevin Byard,FS
26553,46457_TEN,2022091900,46457,TEN,5,3,Olasunkanmi Adeniyi,OLB
26554,46846_TEN,2022091900,46846,TEN,5,4,Joshua Kalu,FS
26555,47802_TEN,2022091900,47802,TEN,5,0,Jeffery Simmons,DT
26556,47899_TEN,2022091900,47899,TEN,4,1,Amani Hooker,FS
26557,47971_TEN,2022091900,47971,TEN,10,5,David Long,ILB
26559,53451_TEN,2022091900,53451,TEN,6,5,Caleb Farley,CB
26560,54500_TEN,2022091900,54500,TEN,13,7,Roger McCreary,CB
26577,44869_TEN,2022091900,44869,TEN,8,4,Zach Cunningham,ILB
26578,47915_TEN,2022091900,47915,TEN,5,2,Ugochukwu Amadi,FS
26579,53073_TEN,2022091900,53073,TEN,4,0,Teair Tart,DT
26580,53564_TEN,2022091900,53564,TEN,10,2,Rashad Weaver,OLB
26581,44863_TEN,2022091900,44863,TEN,7,4,DeMarcus Walker,DE
26582,45643_TEN,2022091900,45643,TEN,6,1,Dylan Cole,ILB
26583,48462_TEN,2022091900,48462,TEN,8,4,Kevin Strong,DE
26715,53900_TEN,2022091900,53900,TEN,9,4,Naquan Jones,DT
26716,47837_TEN,2022091900,47837,TEN,5,3,Lonnie Johnson,CB
26717,52651_TEN,2022091900,52651,TEN,2,1,Chris Jackson,CB
26718,45533_TEN,2022091900,45533,TEN,3,1,Joseph Jones,ILB
26719,55181_TEN,2022091900,55181,TEN,3,1,Tre Avery,CB
26720,43308_BUF,2022091900,43308,BUF,3,0,Shaq Lawson,DE
26721,43780_BUF,2022091900,43780,BUF,10,1,Brandin Bryant,DT
26722,46223_BUF,2022091900,46223,BUF,4,0,Siran Neal,CB
26723,47964_BUF,2022091900,47964,BUF,4,3,Jaquan Johnson,FS
26724,48482_BUF,2022091900,48482,BUF,3,1,Tyrel Dodson,MLB
26725,53641_BUF,2022091900,53641,BUF,1,0,Damar Hamlin,SS
26726,54554_BUF,2022091900,54554,BUF,5,1,Terrel Bernard,OLB
26727,55241_BUF,2022091900,55241,BUF,7,4,C.J. Brewer,DT
27131,39984_PHI,2022091901,39984,PHI,3,1,Darius Slay,CB
27132,43351_PHI,2022091901,43351,PHI,5,2,James Bradberry,CB
27133,44825_PHI,2022091901,44825,PHI,11,2,Haason Reddick,OLB
27134,46188_PHI,2022091901,46188,PHI,10,3,Kyzir White,ILB
27135,46194_PHI,2022091901,46194,PHI,10,8,Avonte Maddox,CB
27136,46199_PHI,2022091901,46199,PHI,4,1,Josh Sweat,DE
27137,47888_PHI,2022091901,47888,PHI,5,2,Chauncey Gardner-Johnson,SS
27138,47974_PHI,2022091901,47974,PHI,13,6,Marcus Epps,SS
27139,48516_PHI,2022091901,48516,PHI,16,10,T.J. Edwards,ILB
27140,53502_PHI,2022091901,53502,PHI,1,0,Milton Williams,DT
27141,53618_PHI,2022091901,53618,PHI,2,1,Marlon Tuipulotu,DT
27142,38542_PHI,2022091901,38542,PHI,7,2,Fletcher Cox,DT
27143,43378_PHI,2022091901,43378,PHI,4,2,Javon Hargrave,DT
27144,53663_PHI,2022091901,53663,PHI,0,0,Patrick Johnson,ILB
27145,54478_PHI,2022091901,54478,PHI,2,1,Jordan Davis,DT
27154,35452_PHI,2022091901,35452,PHI,5,2,Brandon Graham,DE
27383,37078_MIN,2022091901,37078,MIN,7,5,Patrick Peterson,CB
27384,38559_MIN,2022091901,38559,MIN,18,13,Harrison Smith,SS
27385,42388_MIN,2022091901,42388,MIN,22,10,Eric Kendricks,ILB
27386,42427_MIN,2022091901,42427,MIN,16,9,Jordan Hicks,ILB
27387,42431_MIN,2022091901,42431,MIN,10,4,Danielle Hunter,OLB
27388,42465_MIN,2022091901,42465,MIN,7,1,Za'Darius Smith,OLB
27389,44867_MIN,2022091901,44867,MIN,10,4,Dalvin Tomlinson,DT
27390,46165_MIN,2022091901,46165,MIN,10,4,Harrison Phillips,DT
27391,46652_MIN,2022091901,46652,MIN,11,3,Chandon Sullivan,CB
27392,52497_MIN,2022091901,52497,MIN,12,6,Cameron Dantzler,CB
27393,53554_MIN,2022091901,53554,MIN,11,6,Camryn Bynum,FS
27394,52525_MIN,2022091901,52525,MIN,5,3,D.J. Wonnum,OLB
27395,43361_MIN,2022091901,43361,MIN,7,2,Jonathan Bullard,DE
27396,53519_MIN,2022091901,53519,MIN,3,0,Patrick Jones,OLB
27414,52538_MIN,2022091901,52538,MIN,6,2,James Lynch,NT
27415,54583_MIN,2022091901,54583,MIN,4,4,Akayleb Evans,CB
27416,52448_MIN,2022091901,52448,MIN,3,1,Ross Blacklock,DT
27597,53552_PHI,2022091901,53552,PHI,1,1,Zech McPhearson,CB
27598,53620_PHI,2022091901,53620,PHI,0,0,Tarron Jackson,DE
27599,52545_PHI,2022091901,52545,PHI,0,0,Josiah Scott,CB
27600,52613_MIN,2022091901,52613,MIN,2,0,Josh Metellus,SS
27601,52535_PHI,2022091901,52535,PHI,0,0,K'Von Wallace,SS
27602,54497_MIN,2022091901,54497,MIN,1,1,Lewis Cine,FS
27898,44903_CLE,2022092200,44903,CLE,14,10,John Johnson,FS
27899,44974_CLE,2022092200,44974,CLE,9,5,Anthony Walker,MLB
27900,46073_CLE,2022092200,46073,CLE,7,4,Denzel Ward,CB
27901,46098_CLE,2022092200,46098,CLE,6,3,Taven Bryan,DT
27902,52452_CLE,2022092200,52452,CLE,17,12,Grant Delpit,SS
27903,52496_CLE,2022092200,52496,CLE,9,4,Jordan Elliott,DT
27904,53455_CLE,2022092200,53455,CLE,3,1,Greg Newsome,CB
27905,53481_CLE,2022092200,53481,CLE,9,5,Jeremiah Owusu-Koramoah,OLB
27906,54533_CLE,2022092200,54533,CLE,7,3,Martin Emerson,CB
27907,54543_CLE,2022092200,54543,CLE,9,6,Alex Wright,DE
27908,44813_CLE,2022092200,44813,CLE,6,2,Myles Garrett,DE
27910,52505_CLE,2022092200,52505,CLE,11,6,Jacob Phillips,MLB
27911,47863_CLE,2022092200,47863,CLE,8,3,Sione Takitaki,OLB
27912,45038_CLE,2022092200,45038,CLE,7,6,Isaac Rochell,DE
27913,53561_CLE,2022092200,53561,CLE,3,1,Tommy Togiai,DT
27914,54573_CLE,2022092200,54573,CLE,5,0,Perrion Winfrey,DT
27960,35449_PIT,2022092200,35449,PIT,13,2,Tyson Alualu,NT
27961,37104_PIT,2022092200,37104,PIT,17,9,Cameron Heyward,DT
27962,43325_PIT,2022092200,43325,PIT,26,11,Myles Jack,ILB
27963,43400_PIT,2022092200,43400,PIT,1,1,Miles Killebrew,SS
27965,44877_PIT,2022092200,44877,PIT,6,2,Larry Ogunjobi,DT
27966,44878_PIT,2022092200,44878,PIT,9,3,Ahkello Witherspoon,CB
27967,46080_PIT,2022092200,46080,PIT,2,1,Minkah Fitzpatrick,FS
27968,46097_PIT,2022092200,46097,PIT,4,3,Terrell Edmunds,SS
27969,47793_PIT,2022092200,47793,PIT,22,7,Devin Bush,ILB
27970,52510_PIT,2022092200,52510,PIT,16,4,Alex Highsmith,OLB
27973,44906_PIT,2022092200,44906,PIT,8,5,Cameron Sutton,CB
27974,46698_PIT,2022092200,46698,PIT,5,3,Levi Wallace,CB
27977,45395_PIT,2022092200,45395,PIT,5,2,Arthur Maulet,CB
27978,52971_PIT,2022092200,52971,PIT,2,0,Jamir Jones,OLB
27979,53674_PIT,2022092200,53674,PIT,0,0,Tre Norwood,FS
27980,44886_PIT,2022092200,44886,PIT,6,2,Chris Wormley,DE
27981,44905_PIT,2022092200,44905,PIT,7,3,Montravius Adams,NT
27983,48089_PIT,2022092200,48089,PIT,15,6,Malik Reed,OLB
27984,54549_PIT,2022092200,54549,PIT,3,0,DeMarvin Leal,DE
27988,46902_PIT,2022092200,46902,PIT,10,3,Robert Spillane,ILB
28428,52873_PIT,2022092200,52873,PIT,4,1,Delontae Scott,DE
28472,53582_CLE,2022092200,53582,CLE,1,1,Tony Fields,OLB
28473,54915_CLE,2022092200,54915,CLE,0,0,D'Anthony Bell,FS
28710,37097_NO,2022092500,37097,NO,5,2,Cameron Jordan,DE
28711,38607_NO,2022092500,38607,NO,10,2,Demario Davis,MLB
28712,40017_NO,2022092500,40017,NO,7,2,Tyrann Mathieu,FS
28713,41257_NO,2022092500,41257,NO,4,2,Bradley Roby,CB
28714,42421_NO,2022092500,42421,NO,8,6,P.J. Williams,CB
28715,43409_NO,2022092500,43409,NO,6,1,David Onyemata,DT
28716,44823_NO,2022092500,44823,NO,5,3,Marshon Lattimore,CB
28718,44862_NO,2022092500,44862,NO,3,1,Justin Evans,SS
28719,46083_NO,2022092500,46083,NO,5,1,Marcus Davenport,DE
28720,48027_NO,2022092500,48027,NO,5,3,Kaden Elliss,OLB
28721,48544_NO,2022092500,48544,NO,17,3,Shy Tuttle,DT
28722,53489_NO,2022092500,53489,NO,16,2,Pete Werner,OLB
28723,46378_NO,2022092500,46378,NO,0,0,J.T. Gray,SS
28724,48537_NO,2022092500,48537,NO,3,1,Carl Granderson,DE
28741,46197_NO,2022092500,46197,NO,5,1,Kentavius Street,DT
28742,53457_NO,2022092500,53457,NO,3,1,Payton Turner,DE
28748,42368_CAR,2022092500,42368,CAR,10,6,Shaq Thompson,ILB
28749,43441_CAR,2022092500,43441,CAR,5,0,Matt Ioannidis,DT
28750,43797_CAR,2022092500,43797,CAR,3,0,Cory Littleton,OLB
28751,45004_CAR,2022092500,45004,CAR,6,3,Xavier Woods,FS
28752,46124_CAR,2022092500,46124,CAR,4,2,Donte Jackson,CB
28753,47799_CAR,2022092500,47799,CAR,1,0,Brian Burns,OLB
28754,52417_CAR,2022092500,52417,CAR,9,4,C.J. Henderson,CB
28755,52446_CAR,2022092500,52446,CAR,3,2,Yetur Gross-Matos,OLB
28756,52472_CAR,2022092500,52472,CAR,8,4,Jeremy Chinn,FS
28758,52852_CAR,2022092500,52852,CAR,3,1,Myles Hartsfield,FS
28759,42436_CAR,2022092500,42436,CAR,3,0,Henry Anderson,DE
28760,42470_CAR,2022092500,42470,CAR,4,2,Damien Wilson,MLB
28761,46527_CAR,2022092500,46527,CAR,10,3,Frankie Luvu,ILB
28762,53437_CAR,2022092500,53437,CAR,6,4,Jaycee Horn,CB
28764,52415_CAR,2022092500,52415,CAR,5,1,Derrick Brown,DE
28765,46205_CAR,2022092500,46205,CAR,2,1,Marquis Haynes,OLB
29287,44871_NO,2022092500,44871,NO,4,2,Tanoh Kpassagnon,DE
29294,54948_CAR,2022092500,54948,CAR,2,0,Marquan McCall,NT
29295,53595_CAR,2022092500,53595,CAR,1,1,Keith Taylor,CB
29343,53587_CAR,2022092500,53587,CAR,1,0,Daviyon Nixon,DT
29344,53505_NO,2022092500,53505,NO,1,0,Paulson Adebo,CB
29653,37087_CHI,2022092501,37087,CHI,9,2,Robert Quinn,OLB
29654,42443_CHI,2022092501,42443,CHI,7,1,Angelo Blackson,DT
29655,44925_CHI,2022092501,44925,CHI,13,8,Eddie Jackson,SS
29656,45009_CHI,2022092501,45009,CHI,10,8,Al-Quadin Muhammad,DE
29657,45345_CHI,2022092501,45345,CHI,18,15,Nicholas Morrow,OLB
29658,46077_CHI,2022092501,46077,CHI,22,17,Roquan Smith,ILB
29659,46153_CHI,2022092501,46153,CHI,6,4,Justin Jones,DT
29661,52571_CHI,2022092501,52571,CHI,6,4,Kindle Vildor,CB
29662,54504_CHI,2022092501,54504,CHI,12,8,Kyler Gordon,CB
29663,54513_CHI,2022092501,54513,CHI,18,7,Jaquan Brisker,SS
29676,47973_CHI,2022092501,47973,CHI,4,1,Armon Watts,NT
29677,52563_CHI,2022092501,52563,CHI,3,3,Trevis Gipson,OLB
29678,54639_CHI,2022092501,54639,CHI,2,1,Dominique Robinson,DE
29685,41595_CHI,2022092501,41595,CHI,9,4,Mike Pennel,NT
29764,41300_HOU,2022092501,41300,HOU,16,14,Christian Kirksey,OLB
29765,42441_HOU,2022092501,42441,HOU,9,4,Steven Nelson,CB
29766,43497_HOU,2022092501,43497,HOU,13,7,Kamu Grugier-Hill,ILB
29767,44964_HOU,2022092501,44964,HOU,9,7,Desmond King,CB
29768,46229_HOU,2022092501,46229,HOU,5,2,Ogbonnia Okoronkwo,DE
29769,46669_HOU,2022092501,46669,HOU,18,15,Jonathan Owens,FS
29770,46796_HOU,2022092501,46796,HOU,1,1,Demone Harris,DE
29771,53624_HOU,2022092501,53624,HOU,10,2,Roy Lopez,DT
29772,53712_HOU,2022092501,53712,HOU,8,3,Michael Dwumfour,DT
29773,54468_HOU,2022092501,54468,HOU,6,4,Derek Stingley,CB
29774,54502_HOU,2022092501,54502,HOU,17,8,Jalen Pitre,FS
29791,35470_HOU,2022092501,35470,HOU,9,3,Jerry Hughes,DE
29792,43356_HOU,2022092501,43356,HOU,9,3,Maliek Collins,DT
29793,52498_HOU,2022092501,52498,HOU,10,2,Jonathan Greenard,DE
30180,54615_HOU,2022092501,54615,HOU,4,1,Thomas Booker,DT
30182,46148_HOU,2022092501,46148,HOU,10,2,Rasheem Green,DE
30183,47940_HOU,2022092501,47940,HOU,2,1,Blake Cashman,ILB
30184,44937_HOU,2022092501,44937,HOU,2,1,Jalen Reeves-Maybin,OLB
30190,55016_CHI,2022092501,55016,CHI,0,0,Kingsley Jonathan,DE
30214,54778_CHI,2022092501,54778,CHI,4,3,Jaylon Jones,CB
30215,43474_CHI,2022092501,43474,CHI,2,1,DeAndre Houston-Carson,FS
30216,53599_HOU,2022092501,53599,HOU,1,1,Garret Wallow,OLB
30217,41599_CHI,2022092501,41599,CHI,14,8,Joe Thomas,ILB
30644,38540_IND,2022092502,38540,IND,4,4,Stephon Gilmore,CB
30645,45033_IND,2022092502,45033,IND,3,2,Ifeadi Odenigbo,DE
30646,45287_IND,2022092502,45287,IND,10,4,Kenny Moore,CB
30647,46133_IND,2022092502,46133,IND,4,3,Tyquan Lewis,DE
30648,46304_IND,2022092502,46304,IND,17,10,Zaire Franklin,OLB
30649,47872_IND,2022092502,47872,IND,12,9,Bobby Okereke,ILB
30650,47942_IND,2022092502,47942,IND,0,0,Byron Cowart,DT
30651,47947_IND,2022092502,47947,IND,2,0,E.J. Speed,OLB
30652,52493_IND,2022092502,52493,IND,0,0,Julian Blackmon,FS
30653,53483_IND,2022092502,53483,IND,3,2,Dayo Odeyingbo,DE
30654,54561_IND,2022092502,54561,IND,0,0,Nick Cross,SS
30655,43296_IND,2022092502,43296,IND,8,5,DeForest Buckner,DT
30656,43358_IND,2022092502,43358,IND,4,2,Yannick Ngakoue,DE
30657,44957_IND,2022092502,44957,IND,11,4,Grover Stewart,DT
30658,46729_IND,2022092502,46729,IND,3,1,Brandon Facyson,CB
30659,53450_IND,2022092502,53450,IND,5,3,Kwity Paye,DE
30665,38843_IND,2022092502,38843,IND,7,0,Rodney McLeod,FS
30666,47832_IND,2022092502,47832,IND,2,1,Ben Banogu,DE
30777,43326_KC,2022092502,43326,KC,12,4,Chris Jones,DT
30778,46137_KC,2022092502,46137,KC,15,10,Justin Reid,SS
30779,46144_KC,2022092502,46144,KC,10,5,Derrick Nnadi,DT
30780,47846_KC,2022092502,47846,KC,12,9,Juan Thornhill,FS
30781,47984_KC,2022092502,47984,KC,6,3,Rashad Fenton,CB
30782,52546_KC,2022092502,52546,KC,12,4,L'Jarius Sneed,CB
30784,53487_KC,2022092502,53487,KC,26,14,Nick Bolton,ILB
30785,54495_KC,2022092502,54495,KC,10,3,George Karlaftis,DE
30786,54527_KC,2022092502,54527,KC,2,1,Bryan Cook,SS
30787,54708_KC,2022092502,54708,KC,10,6,Jaylen Watson,CB
30812,42406_KC,2022092502,42406,KC,10,3,Frank Clark,DE
30813,35493_KC,2022092502,35493,KC,8,6,Carlos Dunlap,OLB
30814,52792_KC,2022092502,52792,KC,6,4,Tershawn Wharton,DT
30817,47867_KC,2022092502,47867,KC,10,4,Khalen Saunders,DT
30818,48259_KC,2022092502,48259,KC,24,9,Darius Harris,ILB
30821,54568_KC,2022092502,54568,KC,3,1,Leo Chenal,OLB
31023,54624_IND,2022092502,54624,IND,1,0,Eric Johnson,DT
31087,52619_IND,2022092502,52619,IND,3,1,Isaiah Rodgers,CB
31088,54704_IND,2022092502,54704,IND,5,3,Rodney Thomas,FS
31089,53887_KC,2022092502,53887,KC,2,1,Malik Herring,DE
31297,41341_BUF,2022092503,41341,BUF,3,2,DaQuan Jones,DT
31298,44976_BUF,2022092503,44976,BUF,8,4,Matt Milano,OLB
31299,46085_BUF,2022092503,46085,BUF,10,5,Tremaine Edmunds,ILB
31300,46190_BUF,2022092503,46190,BUF,8,2,Taron Johnson,CB
31302,52462_BUF,2022092503,52462,BUF,1,1,A.J. Epenesa,DE
31304,53490_BUF,2022092503,53490,BUF,1,0,Carlos Basham,DE
31305,54650_BUF,2022092503,54650,BUF,3,1,Christian Benford,CB
31311,37075_BUF,2022092503,37075,BUF,4,1,Von Miller,OLB
31313,53459_BUF,2022092503,53459,BUF,3,2,Gregory Rousseau,DE
31314,54488_BUF,2022092503,54488,BUF,5,1,Kaiir Elam,CB
31316,46232_BUF,2022092503,46232,BUF,8,1,Tim Settle,DT
31551,43321_MIA,2022092503,43321,MIA,5,2,Emmanuel Ogbah,DE
31552,43327_MIA,2022092503,43327,MIA,10,7,Xavien Howard,CB
31553,44887_MIA,2022092503,44887,MIA,9,6,Duke Riley,ILB
31554,46142_MIA,2022092503,46142,MIA,29,15,Jerome Baker,ILB
31555,46307_MIA,2022092503,46307,MIA,12,3,Zach Sieler,DT
31556,47796_MIA,2022092503,47796,MIA,12,5,Christian Wilkins,DT
31557,48476_MIA,2022092503,48476,MIA,9,4,Nik Needham,CB
31558,52478_MIA,2022092503,52478,MIA,5,2,Brandon Jones,SS
31559,53447_MIA,2022092503,53447,MIA,13,3,Jaelan Phillips,OLB
31560,53465_MIA,2022092503,53465,MIA,13,5,Jevon Holland,FS
31561,54936_MIA,2022092503,54936,MIA,12,8,Kader Kohou,CB
31562,38548_MIA,2022092503,38548,MIA,6,4,Melvin Ingram,OLB
31563,43503_MIA,2022092503,43503,MIA,16,8,Elandon Roberts,ILB
31564,46312_MIA,2022092503,46312,MIA,1,1,Keion Crossen,CB
31566,40030_MIA,2022092503,40030,MIA,3,1,John Jenkins,NT
31567,47934_MIA,2022092503,47934,MIA,4,1,Andrew Van Ginkel,OLB
31876,42390_MIA,2022092503,42390,MIA,5,2,Eric Rowe,SS
31877,42444_MIA,2022092503,42444,MIA,7,4,Trey Flowers,OLB
31878,44174_MIA,2022092503,44174,MIA,0,0,Sam Eguavoen,ILB
31934,43308_BUF,2022092503,43308,BUF,3,2,Shaq Lawson,DE
31935,43780_BUF,2022092503,43780,BUF,2,0,Brandin Bryant,DT
31937,47964_BUF,2022092503,47964,BUF,10,7,Jaquan Johnson,FS
31939,53641_BUF,2022092503,53641,BUF,9,6,Damar Hamlin,SS
31959,55240_BUF,2022092503,55240,BUF,4,3,Ja'Marcus Ingram,CB
31960,55239_BUF,2022092503,55239,BUF,2,0,Prince Emili,DT
32334,44834_DET,2022092504,44834,DET,8,6,Charles Harris,OLB
32335,44888_DET,2022092504,44888,DET,16,12,Alex Anzalone,ILB
32336,46099_DET,2022092504,46099,DET,9,6,Mike Hughes,CB
32337,46151_DET,2022092504,46151,DET,2,0,Tracy Walker,FS
32338,46259_DET,2022092504,46259,DET,10,6,DeShon Elliott,FS
32339,47864_DET,2022092504,47864,DET,1,1,Will Harris,SS
32340,47900_DET,2022092504,47900,DET,1,1,Austin Bryant,OLB
32341,47929_DET,2022092504,47929,DET,13,4,Amani Oruwariye,CB
32342,52743_DET,2022092504,52743,DET,4,1,Benito Jones,DT
32343,53501_DET,2022092504,53501,DET,7,1,Alim McNeill,NT
32344,54653_DET,2022092504,54653,DET,13,9,Malcolm Rodriguez,ILB
32360,38544_DET,2022092504,38544,DET,2,1,Michael Brockers,DE
32361,46958_DET,2022092504,46958,DET,5,5,Chris Board,ILB
32362,52411_DET,2022092504,52411,DET,5,2,Jeff Okudah,CB
32363,54467_DET,2022092504,54467,DET,6,1,Aidan Hutchinson,DE
32364,47975_DET,2022092504,47975,DET,8,3,Isaiah Buggs,DT
32366,52980_DET,2022092504,52980,DET,16,11,Juju Hughes,FS
32597,37078_MIN,2022092504,37078,MIN,9,6,Patrick Peterson,CB
32599,42388_MIN,2022092504,42388,MIN,23,13,Eric Kendricks,ILB
32600,42427_MIN,2022092504,42427,MIN,19,8,Jordan Hicks,ILB
32601,42431_MIN,2022092504,42431,MIN,13,7,Danielle Hunter,OLB
32602,42465_MIN,2022092504,42465,MIN,6,3,Za'Darius Smith,OLB
32603,44867_MIN,2022092504,44867,MIN,14,7,Dalvin Tomlinson,DT
32604,46165_MIN,2022092504,46165,MIN,19,2,Harrison Phillips,DT
32605,46652_MIN,2022092504,46652,MIN,4,3,Chandon Sullivan,CB
32606,52497_MIN,2022092504,52497,MIN,15,11,Cameron Dantzler,CB
32607,53554_MIN,2022092504,53554,MIN,12,9,Camryn Bynum,FS
32608,52525_MIN,2022092504,52525,MIN,5,4,D.J. Wonnum,OLB
32609,43361_MIN,2022092504,43361,MIN,7,2,Jonathan Bullard,DE
32610,53519_MIN,2022092504,53519,MIN,2,2,Patrick Jones,OLB
32628,52538_MIN,2022092504,52538,MIN,4,0,James Lynch,NT
32630,52448_MIN,2022092504,52448,MIN,0,0,Ross Blacklock,DT
32755,52475_DET,2022092504,52475,DET,0,0,Julian Okwara,OLB
32814,52613_MIN,2022092504,52613,MIN,19,12,Josh Metellus,SS
33274,35466_NE,2022092505,35466,NE,9,4,Devin McCourty,FS
33275,37308_NE,2022092505,37308,NE,4,1,Lawrence Guy,DT
33276,42433_NE,2022092505,42433,NE,2,1,Carl Davis,NT
33277,43522_NE,2022092505,43522,NE,6,4,Jalen Mills,CB
33278,43700_NE,2022092505,43700,NE,6,2,Jonathan Jones,CB
33279,44944_NE,2022092505,44944,NE,8,3,Deatrich Wise,DE
33280,46212_NE,2022092505,46212,NE,13,8,Ja'Whaun Bentley,ILB
33281,47826_NE,2022092505,47826,NE,3,1,Jahlani Tavai,ILB
33282,47938_NE,2022092505,47938,NE,9,2,Mack Wilson,OLB
33284,52991_NE,2022092505,52991,NE,1,0,Myles Bryant,CB
33285,43435_NE,2022092505,43435,NE,5,3,Matt Judon,OLB
33286,53467_NE,2022092505,53467,NE,3,2,Christian Barmore,DT
33287,42116_NE,2022092505,42116,NE,13,4,Adrian Phillips,SS
33306,44991_NE,2022092505,44991,NE,12,3,Davon Godchaux,NT
33307,52468_NE,2022092505,52468,NE,0,0,Josh Uche,OLB
33308,44837_NE,2022092505,44837,NE,10,6,Jabrill Peppers,SS
33309,54586_NE,2022092505,54586,NE,0,0,Jack Jones,CB
